kojima	koji	Pi-fpl
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
područje	područje	Ncnsn
zaštite	zaštita	Ncfsg
potrošača	potrošač	Ncmpg
te	te	Cc
propisati	propisati	Vmn
način	način	Ncmsan
i	i	Cc
pravila	pravilo	Ncnpg
za	za	Sa
učinkovito	učinkovit	Agpnsay
rješavanje	rješavanje	Ncnsa
pritužbi	pritužba	Ncfpg
i	i	Cc
izvansudsko	izvansudski	Agpnsny
rješavanje	rješavanje	Ncnsn
sporova	spor	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Operator	operator	Ncmsn
distribucijskog	distribucijski	Agpmsgy
sustava	sustav	Ncmsg
dužan	dužan	Agpmsnn
je	biti	Var3s
ustrojiti	ustrojiti	Vmn
jedan	jedan	Mlcmsn
ili	ili	Cc
više	mnogo	Rgc
korisničkih	korisnički	Agpmpgy
centara	centar	Ncmpg
za	za	Sa
pružanje	pružanje	Ncnsa
informacija	informacija	Ncfpg
,	,	Z
rješavanje	rješavanje	Ncnsn
upita	upit	Ncmpg
,	,	Z
zahtjeva	zahtjev	Ncmpg
i	i	Cc
prigovora	prigovor	Ncmpg
korisnika	korisnik	Ncmpg
mreže	mreža	Ncfsg
.	.	Z

Članak	članak	Ncmsn
112.	112.	Mdo

Opskrbljivač	opskrbljivač	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
putem	put	Sg
svoje	svoj	Px-fsg
internetske	internetski	Agpfsgy
stranice	stranica	Ncfsg
,	,	Z
promocijskih	promocijski	Agpmpgy
materijala	materijal	Ncmpg
ili	ili	Cc
putem	put	Sg
medija	medij	Ncmpg
objaviti	objaviti	Vmn
:	:	Z

–	i	Agpmpay
uvjete	uvjet	Ncmpa
opskrbljivača	opskrbljivač	Ncmpg
za	za	Sa
opskrbu	opskrba	Ncfsa
električnom	električan	Agpfsiy
energijom	energija	Ncfsi
,	,	Z

–	i	Agpmpay
iznose	iznos	Ncmpa
tarifnih	tarifan	Agpfpgy
stavki	stavka	Ncfpg
za	za	Sa
krajnje	krajnji	Agpmpay
kupce	kupac	Ncmpa
iz	iz	Sg
kategorije	kategorija	Ncfsg
kućanstvo	kućanstvo	Ncnsa
,	,	Z

–	i	Agpfpay
praktične	praktičan	Agpfpay
informacije	informacija	Ncfpa
u	u	Sl
svezi	sveza	Ncfsl
s	sa	Si
pravima	pravo	Ncnpi
krajnjih	krajnji	Agpmpgy
kupaca	kupac	Ncmpg
električne	električan	Agpfsgy
energije	energija	Ncfsg
,	,	Z

–	–	Sa
program	program	Ncmsan
mjera	mjera	Ncfpg
za	za	Sa
pružanje	pružanje	Ncnsa
pomoći	pomoć	Ncfsg
krajnjem	krajnji	Agpmsdy
kupcu	kupac	Ncmsd
u	u	Sl
ispunjavanju	ispunjavanje	Ncnsl
dospjelih	dospjeli	Agpfpgy
ugovornih	ugovoran	Agpfpgy
obveza	obveza	Ncfpg
radi	radi	Sg
sprečavanja	sprečavanje	Ncnsg
privremene	privremen	Agpfsgy
obustave	obustava	Ncfsg
isporuke	isporuka	Ncfsg
električne	električan	Agpfsgy
energije	energija	Ncfsg
,	,	Z

–	i	Agpfpay
informacije	informacija	Ncfpa
o	o	Sl
elementima	element	Ncmpl
računa	račun	Ncmsg
,	,	Z

–	i	Agpfpay
informacije	informacija	Ncfpa
o	o	Sl
promjeni	promjena	Ncfsl
cijene	cijena	Ncfsg
odnosno	odnosno	Rgp
iznosa	iznos	Ncmpg
tarifnih	tarifan	Agpfpgy
stavki	stavka	Ncfpg
i	i	Cc
drugih	drugi	Mlompg
uvjeta	uvjet	Ncmpg
opskrbe	opskrba	Ncfsg
,	,	Z

–	i	Agpfpay
informacije	informacija	Ncfpa
o	o	Sl
pravu	pravo	Ncnsl
krajnjeg	krajnji	Agpmsgy
kupca	kupac	Ncmsg
na	na	Sa
raskid	raskid	Ncmsan
ugovora	ugovor	Ncmsg
o	o	Sl
opskrbi	opskrba	Ncfsl
krajnjeg	krajnji	Agpmsgy
kupca	kupac	Ncmsg
ukoliko	ukoliko	Cs
ne	ne	Qz
prihvaća	prihvaćati	Vmr3s
izmjenu	izmjena	Ncfsa
uvjeta	uvjet	Ncmpg
ugovora	ugovor	Ncmsg
ili	ili	Cc
promjenu	promjena	Ncfsa
dijela	dio	Ncmsg
cijene	cijena	Ncfsg
koja	koji	Pi-fsn
se	sebe	Px--sa
slobodno	slobodno	Rgp
ugovara	ugovarati	Vmr3s
,	,	Z

–	–	Pd-fsg
obavijesti	obavijest	Ncfsg
o	o	Sl
besplatnoj	besplatan	Agpfsly
promjeni	promjena	Ncfsl
opskrbljivača	opskrbljivač	Ncmpg
te	te	Cc
o	o	Sl
mogućnosti	mogućnost	Ncfsl
i	i	Cc
načinu	način	Ncmsl
promjene	promjena	Ncfsg
opskrbljivača	opskrbljivač	Ncmpg
,	,	Z

–	i	Agpfpay
obavijesti	obavijest	Ncfpa
o	o	Sl
načinima	način	Ncmpl
plaćanja	plaćanje	Ncnsg
,	,	Z

–	i	Agpfpay
informacije	informacija	Ncfpa
o	o	Sl
načinu	način	Ncmsl
podnošenja	podnošenje	Ncnsg
i	i	Cc
rješavanja	rješavanje	Ncnsg
prigovora	prigovor	Ncmpg
,	,	Z

–	i	Agpfpay
zbirne	zbirni	Agpfpay
informacije	informacija	Ncfpa
o	o	Sl
podnesenim	podnesen	Agpfply
i	i	Cc
riješenim	riješen	Agpmpiy
prigovorima	prigovor	Ncmpi
,	,	Z

–	i	Agpfpay
informacije	informacija	Ncfpa
u	u	Sl
svezi	sveza	Ncfsl
sa	sa	Si
zaštitom	zaštita	Ncfsi
okoliša	okoliš	Ncmsg
,	,	Z

–	i	Agpfpay
informacije	informacija	Ncfpa
o	o	Sl
poticanju	poticanje	Ncnsl
i	i	Cc
mjerama	mjera	Ncfpl
za	za	Sa
poboljšanje	poboljšanje	Ncnsa
energetske	energetski	Agpfsgy
učinkovitosti	učinkovitost	Ncfsg
u	u	Sl
finalnoj	finalan	Agpfsly
potrošnji	potrošnja	Ncfsl
energijom	energija	Ncfsi
i	i	Cc

–	–	Sa
popis	popis	Ncmsan
ovlaštenih	ovlašten	Agpmpgy
predstavnika	predstavnik	Ncmpg
za	za	Sa
sklapanje	sklapanje	Ncnsa
ugovora	ugovor	Ncmsg
o	o	Sl
opskrbi	opskrba	Ncfsl
krajnjeg	krajnji	Agpmsgy
kupca	kupac	Ncmsg
.	.	Z

Članak	članak	Ncmsn
113.	113.	Mdo

Opskrbljivač	opskrbljivač	Ncmsn
krajnjih	krajnji	Agpmpgy
kupaca	kupac	Ncmpg
u	u	Sl
okviru	okvir	Ncmsl
univerzalne	univerzalan	Agpfsgy
usluge	usluga	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
putem	put	Sg
svoje	svoj	Px-fsg
internetske	internetski	Agpfsgy
stranice	stranica	Ncfsg
,	,	Z
promocijskih	promocijski	Agpmpgy
materijala	materijal	Ncmpg
ili	ili	Cc
putem	put	Sg
medija	medij	Ncmpg
,	,	Z
osim	osim	Sg
informacija	informacija	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
112.	112.	Mdo
ovih	ovaj	Pd-mpg
Općih	opći	Agpmpgy
uvjeta	uvjet	Ncmpg
,	,	Z
objaviti	objaviti	Vmn
i	i	Cc
:	:	Z

–	i	Agpfsay
metodologiju	metodologija	Ncfsa
za	za	Sa
određivanje	određivanje	Ncnsa
iznosa	iznos	Ncmsg
tarifnih	tarifan	Agpfpgy
stavki	stavka	Ncfpg
za	za	Sa
opskrbu	opskrba	Ncfsa
električnom	električan	Agpfsiy
energijom	energija	Ncfsi
u	u	Sl
okviru	okvir	Ncmsl
univerzalne	univerzalan	Agpfpay
usluge	usluga	Ncfpa
te	te	Cc
iznose	iznos	Ncmpa
tarifnih	tarifan	Agpfpgy
stavki	stavka	Ncfpg
,	,	Z

–	i	Agpfpay
informacije	informacija	Ncfpa
o	o	Sl
korisničkom	korisnički	Agpmsly
centru	centar	Ncmsl
i	i	Cc

–	–	Agpmsann
način	način	Ncmsan
podnošenja	podnošenje	Ncnsg
reklamacija	reklamacija	Ncfpg
i	i	Cc
rezultate	rezultat	Ncmpa
rada	rad	Ncmsg
povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
reklamacije	reklamacija	Ncfpa
.	.	Z

Članak	članak	Ncmsn
114.	114.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zajamčeni	zajamčiti	Agpmsny
opskrbljivač	opskrbljivač	Ncmsn
dužan	dužan	Agpmsnn
je	biti	Var3s
putem	put	Sg
svoje	svoj	Px-fsg
internetske	internetski	Agpfsgy
stranice	stranica	Ncfsg
,	,	Z
promocijskih	promocijski	Agpmpgy
materijala	materijal	Ncmpg
ili	ili	Cc
putem	put	Sg
medija	medij	Ncmpg
,	,	Z
osim	osim	Sg
informacija	informacija	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
