0,26	0,26	Mdc
4.875,00	4.875,00	Mdc
R62A	R62	Npmsg
Ostali	ostali	Agpmpny
novotvorevinski	novotvorevinski	Agpmpny
poremećaji	poremećaj	Ncmpn
s	sa	Si
KK	k	Ncmpi
1,78	1,78	Mdc
33.375,00	33.375,00	Mdc
R62B	R62B	Pd-mpn
Ostali	ostali	Agpmpny
novotvorevinski	novotvorevinski	Agpmpny
poremećaji	poremećaj	Ncmpn
bez	bez	Sg
KK	k	Ncmsg
0,83	0,83	Mdc
15.562,50	15.562,50	Mdc
R63Z	R63Z	Pi-fsn
Kemoterapija	kemoterapija	Ncfsn
0,28	0,28	Mdc
5.250,00	5.250,00	Mdc
R64Z	R64Z	Pi-fsn
Radioterapija	radioterapija	Ncfsn
0,36	0,36	Mdc
6.750,00	6.750,00	Mdc
S60Z	S60Z	Npmsn
HIV	HIV	Npmsn
,	,	Z
isti	isti	Agpmsayn
dan	dan	Ncmsan
0,6	0,6	Mdc
11.250,00	11.250,00	Mdc
S65A	s65i	Agpfpny
Bolesti	bolest	Ncfpn
povezane	povezati	Appfpny
s	sa	Si
HIV-om	HIV	Npmsi
s	sa	Si
vrlo	vrlo	Rgp
teškim	težak	Agpmsiy
KK		Ncmsi
3,05	3,05	Mdc
57.187,50	57.187,50	Mdc
S65B	s65i	Agpfpny
Bolesti	bolest	Ncfpn
povezane	povezati	Appfpny
s	sa	Si
HIV-om	hiv-a	Ncfsi
s	sa	Si
teškim	težak	Agpmpiy
KK	k	Ncmpi
2,89	2,89	Mdc
54.187,50	54.187,50	Mdc
S65C	s65i	Agpfpny
Bolesti	bolest	Ncfpn
povezane	povezati	Appfpny
s	sa	Si
HIV-om	hiv-	Ncmsi
bez	bez	Sg
vrlo	vrlo	Rgp
teških	težak	Agpfpgy
ili	ili	Cc
teških	težak	Agpmpgy
KK	k	Ncmpg
2,66	2,66	Mdc
49.875,00	49.875,00	Mdc
T01A	T01A	Pd-mpn
Operativni	operativan	Agpmpny
postupci	postupak	Ncmpn
zbog	zbog	Sg
zaraznih	zarazan	Agpfpgy
i	i	Cc
parazitskih	parazitski	Agpfpgy
bolesti	bolest	Ncfpg
s	sa	Si
vrlo	vrlo	Rgp
teškim	težak	Agpmsiy
KK		Ncmsi
1,91	1,91	Mdc
35.812,50	35.812,50	Mdc
T01B	T01B	Pd-mpn
Operativni	operativan	Agpmpny
postupci	postupak	Ncmpn
zbog	zbog	Sg
zaraznih	zarazan	Agpfpgy
i	i	Cc
parazitskih	parazitski	Agpfpgy
bolesti	bolest	Ncfpg
s	sa	Si
teškim	težak	Agpmpiy
ili	ili	Cc
umjerenim	umjeren	Agpfpiy
KK		Ncfpi
1,18	1,18	Mdc
22.125,00	22.125,00	Mdc
T01C	T01C	Pd-mpn
Operativni	operativan	Agpmpny
postupci	postupak	Ncmpn
zbog	zbog	Sg
zaraznih	zarazan	Agpfpgy
ili	ili	Cc
parazitskih	parazitski	Agpfpgy
bolesti	bolest	Ncfpg
bez	bez	Sg
KK	ki	Agpfsgy
0,81	0,81	Mdc
15.187,50	15.187,50	Mdc
T60A	T60A	Pi-fsn
Septikemija	septikemija	Ncfsn
s	sa	Si
vrlo	vrlo	Rgp
teškim	težak	Agpfpiy
ili	ili	Cc
teškim	težak	Agpmpiy
KK	KK	Npmsan
1,66	1,66	Mdc
31.125,00	31.125,00	Mdc
T60B	T60B	Pi-fsn
Septikemija	septikemija	Ncfsn
bez	bez	Sg
vrlo	vrlo	Rgp
teških	težak	Agpfpgy
ili	ili	Cc
teških	težak	Agpmpgy
KK	k	Ncmpg
1,16	1,16	Mdc
21.750,00	21.750,00	Mdc
T61A	t61	Ncmpg
Postoperativne	postoperativni	Agpfsgy
i	i	Cc
posttraumatske	posttraumatski	Agpfsgy
infekcije	infekcija	Ncfsg
