provodi	provoditi	Vmr3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
pravilima	pravilo	Ncnsg
propisa	propis	Ncmpg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
koji	koji	Pi-mpn
su	biti	Var3p
bili	biti	Vap-pm
na	na	Sl
snazi	snaga	Ncfsl
u	u	Sa
vrijeme	vrijeme	Ncnsa
odlučivanja	odlučivanje	Ncnsg
o	o	Sl
zahtjevu	zahtjev	Ncmsl
za	za	Sa
dodjelu	dodjela	Ncfsa
potpore	potpora	Ncfsg
kojima	koji	Pi-fpi
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
pravni	pravni	Agpmsny
odnos	odnos	Ncmsn
nastao	nastati	Vmp-sm
dodjelom	dodjela	Ncfsi
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
pravilima	pravilo	Ncnpi
samog	sam	Agpmsgy
pravnog	pravni	Agpmsgy
akta	akt	Ncmsg
na	na	Sl
temelju	temelj	Ncmsl
kojeg	koji	Pi-msg
je	biti	Var3s
državna	državni	Agpfsny
potpora	potpora	Ncfsn
dodijeljena	dodijeliti	Appfsny
korisniku	korisnik	Ncmsd
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Davatelj	davatelj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
odgovoran	odgovoran	Agpmsnn
je	biti	Var3s
za	za	Sa
povrat	povrat	Ncmsan
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
naložila	naložiti	Vmp-sf
Europska	europski	Agpfsny
komisija	komisija	Ncfsn
.	.	Z

VI	VI	Mrc
.	.	Z

EVIDENCIJA	evidencija	Ncfsn
,	,	Z
IZVJEŠTAVANJE	izvještavanje	Ncnsn
,	,	Z
DOSTAVA	dostava	Ncfsn
PODATAKA	podatak	Ncmpg
O	o	Sl
DRŽAVNIM	državni	Agpfply
POTPORAMA	potpora	Ncfpl
I	i	Cc
REGISTAR	registar	Ncmsn
DRŽAVNIH	državni	Agpfpgy
POTPORA	potpora	Ncfpg

a	a	Cc
)	)	Z
Izvještavanje	izvještavanje	Ncnsn
i	i	Cc
evidencija	evidencija	Ncfsn
o	o	Sl
dodijeljenim	dodijeljen	Agpfply
državnim	državni	Agpfply
potporama	potpora	Ncfpl

Članak	članak	Ncmsn
10.	10.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Davatelj	davatelj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
voditi	voditi	Vmn
evidenciju	evidencija	Ncfsa
dodijeljenih	dodijeljen	Agpfpgy
državnih	državni	Agpfpgy
potpora	potpora	Ncfpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Davatelj	davatelj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
Ministarstvu	ministarstvo	Ncnsl
dostavljati	dostavljati	Vmn
godišnje	godišnji	Agpnsay
izvješće	izvješće	Ncnsa
o	o	Sl
svim	sav	Agpnply
dodijeljenim	dodijeljen	Agpfply
državnim	državni	Agpfply
potporama	potpora	Ncfpl
,	,	Z
u	u	Sl
pisanom	pisan	Agpmsly
i	i	Cc
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
na	na	Sl
Obrascu	obrazac	Ncmsl
izvješća	izvješće	Ncnsg
o	o	Sl
dodijeljenim	dodijeljen	Agpfply
potporama	potpora	Ncfpl
koji	koji	Pi-msn
se	sebe	Px--sa
preuzima	preuzimati	Vmr3s
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
na	na	Sl
internetskoj	internetski	Agpfsly
stranici	stranica	Ncfsl
Ministarstva	ministarstvo	Ncnsg
,	,	Z
Uprave	uprava	Ncfsg
ribarstva	ribarstvo	Ncnsg
–	–	Z
www.mps.hr/	www.mps.hri	Agpnsay
ribarstvo	ribarstvo	Ncnsa
,	,	Z
a	a	Cc
dostavlja	dostavljati	Vmr3s
Ministarstvu	ministarstvo	Ncnsl
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
i	i	Cc
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
na	na	Sa
adresu	adresa	Ncfsa
elektroničke	elektronički	Agpfsgy
pošte	pošta	Ncfsg
:	:	Z
ribarstvo.potpore@mps.hr	ribarstvo.potpore@mps.hr	Ncmsn
najkasnije	kasno	Rgs
do	do	Sg
30.	30.	Mdo
ožujka	ožujak	Ncmsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
,	,	Z
za	za	Sa
prethodnu	prethodan	Agpfsay
godinu	godina	Ncfsa
na	na	Sa
koju	koji	Pi-fsa
se	sebe	Px--sa
izvješće	izvješće	Ncnsn
odnosi	odnositi	Vmr3s
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Davatelj	davatelj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
koji	koji	Pi-mpn
u	u	Sl
prethodnoj	prethodan	Agpfsly
godini	godina	Ncfsl
nije	biti	Var3s
dodjeljivao	dodjeljivati	Vmp-sm
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
,	,	Z
dužan	dužan	Agpmsnn
je	biti	Var3s
o	o	Sl
tome	taj	Pd-nsl
dostaviti	dostaviti	Vmn
Ministarstvu	ministarstvo	Ncnsd
izjavu	izjava	Ncfsa
najkasnije	kasno	Rgs
do	do	Sg
30.	30.	Mdo
ožujka	ožujak	Ncmsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Podaci	podatak	Ncmpn
iz	iz	Sg
Obrasca	obrazac	Ncmsg
izvješća	izvješće	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
jesu	biti	Var3p
:	:	Z

–	–	Z
naziv	naziv	Ncmsn
davatelja	davatelj	Ncmpg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–	–	Agpmsny
matični	matičan	Agpmsny
broj	broj	Ncmsn
/	/	Z
OIB		Agsmpgy
davatelja	davatelj	Ncmpg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–	–	Agpmsny
naziv	naziv	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–		Agpfpgy
vrsta	vrsta	Ncfpg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–	–	Agpmsny
naziv	naziv	Ncmsn
i	i	Cc
trajanje	trajanje	Ncnsa
programa	program	Ncmsg
ili	ili	Cc
pojedinačne	pojedinačan	Agpfsgy
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–	–	Sa
datum	datum	Ncmsan
izdavanja	izdavanje	Ncnsg
mišljenja	mišljenje	Ncnsg
o	o	Sl
usklađenosti	usklađenost	Ncfsl
potpore	potpora	Ncfsg

–	–	Agpmsny
naziv	naziv	Ncmsn
pravnog	pravni	Agpmsgy
akta	akt	Ncmsg
za	za	Sa
dodjelu	dodjela	Ncfsa
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–	–	Agpmsny
naziv	naziv	Ncmsn
instrumenta	instrument	Ncmsg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–		Agpfpgy
namjena	namjena	Ncfpg
/	/	Z
cilj	cilj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
i	i	Cc
kratki	kratak	Agpmsayn
opis	opis	Ncmsan
mjere	mjera	Ncfsg

–	–	Agpmsny
naziv	naziv	Ncmsn
/	/	Z
ime	ime	Ncnsa
i	i	Cc
prezime	prezime	Ncnsa
korisnika	korisnik	Ncmpg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
(	(	Z
matični	matičan	Agpmsny
broj	broj	Ncmsn
/	/	Z
OIB	OIB	Npmsn
)	)	Z

–	–	Agpmsny
datum	datum	Ncmsn
dodjele	dodjela	Ncfsg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
,	,	Z
naziv	naziv	Ncmsn
i	i	Cc
datum	datum	Ncmsan
akta	akt	Ncmsg
temeljem	temelj	Ncmsi
kojeg	koji	Pi-msay
je	biti	Var3s
državna	državni	Agpfsny
potpora	potpora	Ncfsn
odobrena	odobriti	Appfsny
korisniku	korisnik	Ncmsd

–	–	Agpmsny
