roditelja	roditelj	Ncmpg
ili	ili	Cc
bez	bez	Sg
odgovarajuće	odgovarajući	Agpfsgy
roditeljske	roditeljski	Agpfsgy
skrbi	skrb	Ncfsg
,	,	Z
za	za	Sa
djecu	dijete	Ncnpa
i	i	Cc
mlađe	mlad	Agcfsgy
punoljetne	punoljetan	Agpfsgy
osobe	osoba	Ncfsg
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
,	,	Z
za	za	Sa
djecu	dijete	Ncnpa
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
,	,	Z
za	za	Sa
odrasle	odrastao	Agpfpay
osobe	osoba	Ncfpa
s	sa	Si
invaliditetom	invaliditet	Ncmsi
i	i	Cc
osobe	osoba	Ncfpn
ovisne	ovisan	Agpfpny
o	o	Sl
alkoholu	alkohol	Ncmsl
,	,	Z
drogama	droga	Ncfpl
,	,	Z
kockanju	kockanje	Ncnsl
i	i	Cc
drugim	drugi	Mlompl
oblicima	oblik	Ncmpi
ovisnosti	ovisnost	Ncfsg
,	,	Z
te	te	Cc
žrtve	žrtva	Ncfpn
nasilja	nasilje	Ncnsg
u	u	Sl
obitelji	obitelj	Ncfsl

Nakon	nakon	Sg
uvodnog	uvodan	Agpmsgy
dijela	dio	Ncmsg
glavni	glavni	Agpmsny
stručni	stručan	Agpmsny
voditelj	voditelj	Ncmsn
organizira	organizirati	Vmr3s
raspoređivanje	raspoređivanje	Ncnsa
pripravnika	pripravnik	Ncmpg
u	u	Sa
/	/	Agpmsayn
kod	kod	Ncmsan
:	:	Z

1.	1.	Mdo
druge	drugi	Mlofsg
ustanove	ustanova	Ncfsg
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
,	,	Z

2.	2.	Mdo
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z

3.	3.	Mdo
zdravstvenu	zdravstven	Agpfsay
ustanovu	ustanova	Ncfsa
,	,	Z

4.	4.	Mdo
ustanovu	ustanova	Ncfsa
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
(	(	Z
osim	osim	Cs
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
usluga	usluga	Ncfpg
koji	koji	Pi-mpn
u	u	Sl
okviru	okvir	Ncmsl
redovne	redovan	Agpfsgy
djelatnosti	djelatnost	Ncfsg
obavljaju	obavljati	Vmr3p
djelatnost	djelatnost	Ncfsa
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
prema	prema	Sl
posebnom	poseban	Agpmsly
propisu	propis	Ncmsl
)	)	Z
.	.	Z

2.2.1.	2.2.1.	Mdo

Rad	rad	Ncmsn
u	u	Sl
ustanovi	ustanova	Ncfsl
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
(	(	Z
7	7	Mdc
mjeseci	mjesec	Ncmpg
i	i	Cc
10	10	Mdc
dana	dan	Ncmpg
)	)	Z
:	:	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
djelokrug	djelokrug	Ncmsan
rada	rad	Ncmsg
svih	sav	Agpfpgy
ustrojstvenih	ustrojstven	Agpfpgy
jedinica	jedinica	Ncfpg
i	i	Cc
odjela	odjel	Ncmpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
postupcima	postupak	Ncmpl
prijma	prijam	Ncmsg
i	i	Cc
prilagodbe	prilagodba	Ncfsg
korisnika	korisnik	Ncmpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
individualnom	individualan	Agpmsly
i	i	Cc
grupnom	grupni	Agpmsly
radu	rad	Ncmsl
(	(	Z
savjetodavnom	savjetodavan	Agpmsly
,	,	Z
odgojnom	odgojni	Agpmsly
)	)	Z
s	sa	Si
korisnikom	korisnik	Ncmsi
te	te	Cc
donošenju	donošenje	Ncnsl
timskih	timski	Agpfpgy
odluka	odluka	Ncfpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
izradi	izrada	Ncfsl
,	,	Z
provođenju	provođenje	Ncnsl
i	i	Cc
praćenju	praćenje	Ncnsl
individualnog	individualan	Agpmsgy
plana	plan	Ncmsg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
stručnom	stručan	Agpmsly
radu	rad	Ncmsl
s	sa	Si
obitelji	obitelj	Ncfsi
,	,	Z
suradnji	suradnja	Ncfsl
s	sa	Si
nadležnim	nadležan	Agpmpiy
centrima	centar	Ncmpi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z
drugim	drugi	Mlofpl
ustanovama	ustanova	Ncfpl
i	i	Cc
tijelima	tijelo	Agpmpdy
te	te	Cc
pružateljima	pružatelj	Ncmpl
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
u	u	Sl
lokalnoj	lokalan	Agpfsly
zajednici	zajednica	Ncfsl
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
rješavanju	rješavanje	Ncnsl
konfliktnih	konfliktan	Agpmpgy
i	i	Cc
drugih	drugi	Mlofpg
kriznih	krizan	Agpfpgy
situacija	situacija	Ncfpg
te	te	Cc
pružanju	pružanje	Ncnsl
pomoći	pomoć	Ncfsg
u	u	Sl
zadovoljavanju	zadovoljavanje	Ncnsl
svakodnevnih	svakodnevan	Agpfpgy
potreba	potreba	Ncfpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
timskoj	timski	Agpfsly
procjeni	procjena	Ncfsl
/	/	Z
dijagnostici	dijagnostika	Ncfsl
(	(	Z
ukoliko	ukoliko	Cs
ju	on	Pp3fsa
pružatelj	pružatelj	Ncmsn
usluge	usluga	Ncfsg
obavlja	obavljati	Vmr3s
u	u	Sl
okviru	okvir	Ncmsl
svoje	svoj	Px-fsg
redovne	redovan	Agpfsgy
djelatnosti	djelatnost	Ncfsg
)	)	Z
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
organiziranju	organiziranje	Ncnsl
aktivnog	aktivan	Agpnsgy
provođenja	provođenje	Ncnsg
vremena	vrijeme	Ncnsg
korisnika	korisnik	Ncmpg
,	,	Z
radu	rad	Ncmsl
sa	sa	Si
stručnim	stručan	Agpmpiy
radnicima	radnik	Ncmpi
te	te	Cc
pomoćnim	pomoćan	Agpmpiy
radnicima	radnik	Ncmpi
koji	koji	Pi-mpn
dolaze	dolaziti	Vmr3p
u	u	Sa
