komisiji	komisija	Ncfsl
dokumentaciju	dokumentacija	Ncfsa
potrebnu	potreban	Agpfsay
za	za	Sa
registraciju	registracija	Ncfsa
naziva	naziv	Ncmsg
ZOI	ZOI	Npmsn
,	,	Z
ZOZP	ZOZP	Npmsn
i	i	Cc
ZTS	ZTS	Npmsn
poljoprivrednih	poljoprivredni	Agpmpgy
i	i	Cc
prehrambenih	prehramben	Agpmpgy
proizvoda	proizvod	Ncmpg
na	na	Sl
razini	razina	Ncfsl
Europske	europski	Agpfsgy
unije	unija	Ncfsg

–	–	Pq3m-n
u	u	Sl
postupku	postupak	Ncmsl
registracije	registracija	Ncfsg
naziva	naziv	Ncmsg
ZOI	ZOI	Npmsn
,	,	Z
ZOZP	ZOZP	Npmsn
i	i	Cc
ZTS	ZTS	Npmsn
poljoprivrednih	poljoprivredni	Agpmpgy
i	i	Cc
prehrambenih	prehramben	Agpmpgy
proizvoda	proizvod	Ncmpg
na	na	Sl
razini	razina	Ncfsl
Europske	europski	Agpfsgy
unije	unija	Ncfsg
iz	iz	Sg
podstavka	podstavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
provodi	provoditi	Vmr3s
postupak	postupak	Ncmsn
nacionalnog	nacionalan	Agpmsgy
prigovora	prigovor	Ncmsg
ako	ako	Cs
je	biti	Var3s
potrebno	potreban	Agpnsny

–	–	Z
provodi	provoditi	Vmr3s
nacionalni	nacionalan	Agpmsayn
postupak	postupak	Ncmsan
odobravanja	odobravanje	Ncnsg
korištenja	korištenje	Ncnsg
neobveznih	neobvezan	Agpmpgy
izraza	izraz	Ncmpg
kvalitete	kvaliteta	Ncfsg
poljoprivrednih	poljoprivredni	Agpmpgy
i	i	Cc
prehrambenih	prehramben	Agpmpgy
proizvoda	proizvod	Ncmpg

–	–	Z
vodi	voditi	Vmr3s
evidencije	evidencija	Ncfpa
iz	iz	Sg
članka	članak	Ncmsg
88.	88.	Mdo
stavka	stavak	Ncmsg
17.	17.	Mdo
,	,	Z
članka	članak	Ncmsg
96.	96.	Mdo
stavka	stavak	Ncmsg
9.	9.	Mdo
,	,	Z
članka	članak	Ncmsg
97.	97.	Mdo
stavka	stavak	Ncmsg
5.	5.	Mdo
i	i	Cc
članka	članak	Ncmsg
98.	98.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

–	–	Z
provodi	provoditi	Vmr3s
postupak	postupak	Ncmsan
ovlašćivanja	ovlašćivanje	Ncnsg
pravnih	pravni	Agpfpgy
i	i	Cc
fizičkih	fizički	Agpfpgy
osoba	osoba	Ncfpg
za	za	Sa
izradu	izrada	Ncfsa
specifikacija	specifikacija	Ncfpg
proizvoda	proizvod	Ncmpg

–	i	Agpnsny
nadležno	nadležan	Agpnsny
je	biti	Var3s
za	za	Sa
službene	služben	Agpfpay
kontrole	kontrola	Ncfpa
i	i	Cc
inspekcijski	inspekcijski	Agpmsny
nadzor	nadzor	Ncmsn
kontrolnih	kontrolan	Agpnpgy
tijela	tijelo	Ncnpg
u	u	Sl
provedbi	provedba	Ncfsl
Uredbe	uredba	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1151/2012	1151/2012	Mdc
,	,	Z
ovoga	ovaj	Pd-nsg
Zakona	zakon	Ncmsg
i	i	Cc
propisa	propis	Ncmpg
donesenih	donesen	Agpmpgy
na	na	Sl
temelju	temelj	Ncmsl
njega	on	Pp3msa

–	–	Z
provodi	provoditi	Vmr3s
postupak	postupak	Ncmsan
ovlašćivanja	ovlašćivanje	Ncnsg
kontrolnih	kontrolan	Agpnpgy
tijela	tijelo	Ncnpg
koja	koji	Pi-npn
potvrđuju	potvrđivati	Vmr3p
sukladnost	sukladnost	Ncfsa
sa	sa	Si
specifikacijom	specifikacija	Ncfsi
proizvoda	proizvod	Ncmpg
te	te	Cc
provodi	provoditi	Vmr3s
upravni	upravan	Agpmsayn
nadzor	nadzor	Ncmsan
nad	nad	Si
njihovim	njihov	Aspmsiy
radom	rad	Ncmsi

–	–	Z
javno	javno	Rgp
objavljuje	objavljivati	Vmr3s
na	na	Sl
svojim	svoj	Px-fpl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
nazive	naziv	Ncmpa
i	i	Cc
adrese	adresa	Ncfpa
kontrolnih	kontrolan	Agpnpgy
tijela	tijelo	Ncnpg
iz	iz	Sg
podstavka	podstavak	Ncmsg
9.	9.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
te	te	Cc
njihove	njihov	Ps3fsg
ovlasti	ovlast	Ncfsg

–	–	Z
određuje	određivati	Vmr3s
naknade	naknada	Ncfpa
za	za	Sa
pokrivanje	pokrivanje	Ncnsa
troškova	trošak	Ncmpg
vezanih	vezan	Agpmpgy
uz	uz	Sa
postupke	postupak	Ncmpa
u	u	Sl
sustavima	sustav	Ncmpl
kvalitete	kvaliteta	Ncfsg
i	i	Cc
potvrđivanje	potvrđivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
sa	sa	Si
specifikacijom	specifikacija	Ncfsi
proizvoda	proizvod	Ncmpg

–	–	Z
obavlja	obavljati	Vmr3s
i	i	Qo
druge	drugi	Mlompa
poslove	posao	Ncmpa
u	u	Sl
području	područje	Ncnsl
sustava	sustav	Ncmsg
kvalitete	kvaliteta	Ncfsg
na	na	Sl
nacionalnoj	nacionalan	Agpfsly
razini	razina	Ncfsl
i	i	Cc
razini	razina	Ncfsl
Europske	europski	Agpfsgy
unije	unija	Ncfsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
poslove	posao	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
podstavaka	podstavak	Ncmpg
8.	8.	Mdo
i	i	Cc
9.	9.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
