dostavljanju	dostavljanje	Ncnsl
valjanog	valjan	Agpnsgy
jamstva	jamstvo	Ncnsg
iz	iz	Sg
stavaka	stavak	Ncmpg
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
Korisniku	korisnik	Ncmsd
donosi	donositi	Vmr3s
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
predujma	predujam	Ncmsg
i	i	Cc
isplaćuje	isplaćivati	Vmr3s
predujam	predujam	Ncmsan
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
Korisnik	korisnik	Ncmsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
prihvatljivo	prihvatljiv	Agpnsay
jamstvo	jamstvo	Ncnsa
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Sredstva	sredstvo	Ncnsg
isplaćenog	isplatiti	Agpmsgy
predujma	predujam	Ncmsg
za	za	Sa
provedbu	provedba	Ncfsa
odobrenog	odobren	Agpmsgy
projekta	projekt	Ncmsg
namjenska	namjenski	Agpfsny
su	biti	Var3p
i	i	Cc
Korisnik	korisnik	Ncmsn
ih	oni	Pp3-pg
je	biti	Var3s
dužan	dužan	Agpmsnn
iskoristiti	iskoristiti	Vmn
za	za	Sa
provedbu	provedba	Ncfsa
odobrenih	odobren	Agpfpgy
aktivnosti	aktivnost	Ncfpg
navedenih	naveden	Agpfpgy
u	u	Sl
Odluci	odluka	Ncfsl
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
u	u	Sl
roku	rok	Ncmsl
važenja	važenje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
,	,	Z
a	a	Cc
iznimno	iznimno	Rgp
u	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
i	i	Cc
vezano	vezano	Rgp
uz	uz	Sa
primjenu	primjena	Ncfsa
članka	članak	Ncmsg
17.	17.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
točke	točka	Ncfsg
d	d	X
)	)	Z
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
do	do	Sg
kraja	kraj	Ncmsg
druge	drugi	Mlofsg
financijske	financijski	Agpfsgy
godine	godina	Ncfsg
nakon	nakon	Sg
dana	dan	Ncmsg
isplate	isplata	Ncfsg
predujma	predujam	Ncmsg
sukladno	sukladno	Rgp
članku	članak	Ncmsl
37	37	Mdc
b.	b.	Y
Uredbe	uredba	Ncfsg
Komisije	komisija	Ncfsg
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
555/2008.	555/2008.	Mds

(	(	Z
10	10	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
o	o	Sl
korištenju	korištenje	Ncnsl
predujma	predujam	Ncmsg
dostavljati	dostavljati	Vmn
godišnje	godišnji	Agpnsay
Izvješće	izvješće	Ncnsa
o	o	Sl
korištenju	korištenje	Ncnsl
predujma	predujam	Ncmsg
najkasnije	kasno	Rgs
do	do	Sg
30.	30.	Mdo
listopada	listopad	Ncmsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
uz	uz	Sa
koji	koji	Pi-msn
prilaže	prilagati	Vmr3s
:	:	Z

a	a	Cc
)	)	Z
Financijsku	financijski	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
kojom	koji	Pi-fsi
se	sebe	Px--sa
opravdava	opravdavati	Vmr3s
uporaba	uporaba	Ncfsn
