462,00	462,00	Mdc
LK045	lk045	Agpmsny
Ukupni	ukupan	Agpmsny
protein	protein	Ncmsn
S	sa	Sg
–	–	Z
koncentracija	koncentracija	Ncfsn
0,73	0,73	Mdc
160,60	160,60	Mdc
LK046	lk046	Agpmsny
Slobodni	slobodan	Agpmsny
protein	protein	Ncmsn
S	sa	Sg
–	–	Z
koncentracija	koncentracija	Ncfsn
0,73	0,73	Mdc
160,60	160,60	Mdc
LK047	LK047	Mdc
Antitrombin	Antitrombin	Npmsn
–	–	Z
koncentracija	koncentracija	Ncfsn
1,65	1,65	Mdc
363,00	363,00	Mdc
LK048	LK048	Mdc
Plazminogen	Plazminogen	Npmsn
–	–	Z
aktivnost	aktivnost	Ncfsn
1,31	1,31	Mdc
288,20	288,20	Mdc
LK049	lk049	Agpmsny
Inhibitor	inhibitor	Ncmsn
plazmina	plazmin	Ncmpg
–	–	Z
aktivnost	aktivnost	Ncfsn
0,55	0,55	Mdc
121,00	121,00	Mdc
LK050	LK050	Mdc
Inhibitor	inhibitor	Ncmsn
aktivatora	aktivator	Ncmsg
plazminogena	plazminogen	Agpfsny
–	–	Z
aktivnost	aktivnost	Ncfsn
2,34	2,34	Mdc
514,80	514,80	Mdc
LK051	LK051	Mdc
Inhibitor	inhibitor	Ncmsn
aktivatora	aktivator	Ncmsg
plazminogena	plazminogen	Agpfsny
–	–	Z
koncentracija	koncentracija	Ncfsn
7,37	7,37	Mdc
1.621,40	1.621,40	Mdc
LK052	LK052	Mdc
Fibrinoliza	Fibrinoliz	Npmsg
1,37	1,37	Mdc
301,40	301,40	Mdc
LK053	lk053	Agpmsny
Heparin	heparin	Ncmsn
1,31	1,31	Mdc
288,20	288,20	Mdc
LK054	LK054	Mdo
Rezistencija	rezistencija	Ncfsn
na	na	Sa
aktivirani	aktivirati	Agpmsayn
protein	protein	Ncmsan
C	C	X
2,57	2,57	Mdc
565,40	565,40	Mdc
LK055	LK055	Mdc
Put	put	Rgp
proteina	protein	Ncmsg
C	C	X
0,95	0,95	Mdc
209,00	209,00	Mdc
LK056	LK056	Mdc
Tromboelastografija	Tromboelastografi	Npmsg
2,38	2,38	Mdc
523,60	523,60	Mdc
LK057	LK057	Mdc
C1-inhibitor	C1-inhibitor	Y
–	–	Z
aktivnost	aktivnost	Ncfsn
1,35	1,35	Mdc
297,00	297,00	Mdc
LK058	LK058	Mdc
Multimeri	Multimera	Npfsl
von	von	Sg
Willebrandova	Willebrandov	Npmsg
faktora	faktor	Ncmsg
11,00	11,00	Mdc
2.420,00	2.420,00	Mdc
LK059	lk059	Agpmsny
Kapacitet	kapacitet	Ncmsn
primarne	primaran	Agpfsgy
hemostaze	hemostaza	Ncfsg
–	–	Z
PFA	PFA	Npmsn
100	100	Mdc
2,19	2,19	Mdc
481,80	481,80	Mdc
LK060	lk060	Agpmsny
Kolagen	kolagen	Ncmsn
/	/	Z
Adrenalin	adrenalin	Ncmsn
3,29	3,29	Mdc
723,80	723,80	Mdc
LK061	lk061	Agpmsny
Kolagen	kolagen	Ncmsn
/	/	Z
Adenozin-difosfat	adenozin-difosfat	Agpmsnn
3,29	3,29	Mdc
723,80	723,80	Mdc
LM001	lm001	Agpmsny
Bris	bris	Ncmsn
nazofarinksa	nazofarinks	Ncmsg
–	–	Z
aerobno	aerobno	Rgp
Bris	Bris	Npmsn
nazofarinksa	nazofarinksati	Vmr3s
–	–	Z
kultivacija	kultivacija	Ncfsn
,	,	Z
identifikacija	identifikacija	Ncfsn
izolata	izolat	Ncmpg
,	,	Z
antibiogram	antibiogram	Ncmsn
0,92	0,92	Mdc
202,40	202,40	Mdc
LM002	LM002	Mdo
Bris	bris	Ncmsn
ždrijela	ždrijelo	Ncnsg
-	-	Z
BHS	BHS	Npmsn
A-antigen	A-antigen	Npmsn
(	(	Z
imunoturbidimetrijski	imunoturbidimetrijski	Agpmsny
test	test	Ncmsn
)	)	Z
Samo	samo	Rgp
test	test	Ncmsn
na	na	Sa
BHS	bi	Agpfsly
A-Ag	a-aa	Ncfsl
.	.	Z

Može	moći	Vmr3s
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
druge	drugi	Mlofpa
pretrage	pretraga	Ncfpa
