uvjeti	uvjet	Ncmpn
,	,	Z
osim	osim	Cs
ako	ako	Cs
ovim	ovaj	Pd-msi
Zakonom	zakon	Ncmsi
nije	biti	Var3s
drugačije	drugačije	Rgp
propisano	propisati	Appnsny
.	.	Z
«	«	Z
.	.	Z

U	u	Sl
stavku	stavak	Ncmsl
2.	2.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
godinama	godina	Ncfpi
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
neovisno	neovisno	Rgp
o	o	Sl
izvoru	izvor	Ncmsl
financiranja	financiranje	Ncnsg
,	,	Z
samo	samo	Rgp
«	«	Z
.	.	Z

U	u	Sl
stavku	stavak	Ncmsl
4.	4.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
stavka	stavka	Ncfsn
1.	1.	Mdo
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
i	i	Cc
2.	2.	Mdo
«	«	Z
.	.	Z

Članak	članak	Ncmsn
16.	16.	Mdo

U	u	Sl
članku	članak	Ncmsl
46.	46.	Mdo
iza	iza	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
novi	nov	Agpmsny
stavak	stavak	Ncmsn
3.	3.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
3	3	Mdc
)	)	Z
Iznimno	iznimno	Rgp
od	od	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
preraspodjela	preraspodjela	Ncfsn
sredstava	sredstvo	Ncnpg
može	moći	Vmr3s
se	sebe	Px--sa
izvršiti	izvršiti	Vmn
najviše	mnogo	Rgs
do	do	Sg
15	15	Mdc
%	%	Z
ako	ako	Cs
se	sebe	Px--sa
time	taj	Pd-nsi
osigurava	osiguravati	Vmr3s
povećanje	povećanje	Ncnsa
sredstava	sredstvo	Ncnpg
nacionalnog	nacionalan	Agpnsgy
učešća	učešće	Ncnsg
planiranih	planiran	Agpfpgy
u	u	Sl
proračunu	proračun	Ncmsl
za	za	Sa
financiranje	financiranje	Ncnsa
projekata	projekat	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
sufinanciraju	sufinancirati	Vmr3p
iz	iz	Sg
sredstava	sredstvo	Ncnpg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
,	,	Z
ako	ako	Cs
to	taj	Pd-nsn
odobri	odobriti	Vmr3s
ministar	ministar	Ncmsn
financija	financije	Ncfpg
,	,	Z
odnosno	odnosno	Rgp
načelnik	načelnik	Ncmsn
,	,	Z
gradonačelnik	gradonačelnik	Ncmsn
,	,	Z
župan	župan	Ncmsn
.	.	Z
«	«	Z
.	.	Z

Dosadašnji	dosadašnji	Agpmpny
stavci	stavak	Ncmpn
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
postaju	postati	Vmr3p
stavci	stavak	Ncmpn
4.	4.	Mdo
,	,	Z
5.	5.	Mdo
i	i	Cc
6.	6.	Mdo

Članak	članak	Ncmsn
17.	17.	Mdo

U	u	Sl
članku	članak	Ncmsl
52.	52.	Mdo
iza	iza	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
novi	nov	Agpmsny
stavak	stavak	Ncmsn
3.	3.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
su	biti	Var3p
vlastiti	vlastit	Agpmpny
prihodi	prihod	Ncmpn
uplaćeni	uplatiti	Appmpny
u	u	Sl
nižem	nizati	Vmr1s
opsegu	opseg	Ncmsl
nego	nego	Cc
što	što	Cs
je	biti	Var3s
iskazano	iskazati	Appnsny
u	u	Sl
državnom	državni	Agpmsly
proračunu	proračun	Ncmsl
,	,	Z
korisnik	korisnik	Ncmsn
može	moći	Vmr3s
preuzeti	preuzeti	Vmn
i	i	Cc
plaćati	plaćati	Vmn
obveze	obveza	Ncfpa
samo	samo	Rgp
u	u	Sl
visini	visina	Ncfsl
stvarno	stvarno	Rgp
uplaćenih	uplatiti	Agpmpgy
,	,	Z
odnosno	odnosno	Rgp
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
.	.	Z
«	«	Z
.	.	Z

U	u	Sl
dosadašnjem	dosadašnji	Agpmsly
stavku	stavak	Ncmsl
3.	3.	Mdo
koji	koji	Pi-msn
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
4.	4.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
Uplaćeni	uplatiti	Appmpny
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
i	i	Cc
preneseni	prenesen	Agpmpny
«	«	Z
,	,	Z
a	a	Cc
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
visine	visina	Ncfsg
uplaćenih	uplatiti	Appmpgy
«	«	Z
stavlja	stavljati	Vmr3s
se	sebe	Px--sa
zarez	zarez	Ncmsn
i	i	Cc
dodaju	dodati	Vmr3p
riječi	riječ	Ncfpa
:	:	Z
»	»	Z
odnosno	odnosno	Rgp
prenesenih	prenesen	Agpmpgy
«		Ncmpg
.	.	Z

U	u	Sl
dosadašnjem	dosadašnji	Agpmsly
stavku	stavak	Ncmsl
4.	4.	Mdo
koji	koji	Pi-msn
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
5.	5.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
Uplaćeni	uplatiti	Appmpny
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
i	i	Cc
preneseni	prenesen	Agpmpny
«	«	Z
.	.	Z

U	u	Sl
dosadašnjem	dosadašnji	Agpmsly
stavku	stavak	Ncmsl
5.	5.	Mdo
koji	koji	Pi-msn
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
6.	6.	Mdo
riječ	riječ	Ncfsn
:	:	Z
»	»	Z
ne	ne	Qz
«	«	Z
briše	brisati	Vmr3s
se	sebe	Px--sa
.	.	Z

Iza	iza	Sg
dosadašnjeg	dosadašnji	Agpmsgy
stavka	stavak	Ncmsg
6.	6.	Mdo
koji	koji	Pi-msn
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
7.	7.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
stavak	stavak	Ncmsn
8.	8.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
8	8	Mdc
)	)	Z
Odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
se	sebe	Px--sa
način	način	Ncmsan
primjenjuju	primjenjivati	Vmr3p
na	na	Sa
izvanproračunske	izvanproračunski	Agpmpay
korisnike	korisnik	Ncmpa
i	i	Cc
na	na	Sa
proračunske	proračunski	Agpmpay
korisnike	korisnik	Ncmpa
jedinica	jedinica	Ncfpg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
18.	18.	Mdo

Iza	iza	Sg
članka	članak	Ncmsg
54.	54.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
54.	54.	Mdo
a	a	Cc
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
