1	ATEU0HRV00120	Npmsn	ATEU0HRV00120	1	13
2	9	Mdc	9	15	15
3	LUBIN	Ncmsn	lubin	17	21
4	DVA	Mlc	dva	23	25
5	ATEU0HRV00150	Ncnsg	ateu0hrv0015e	27	39
6	10	Mdc	10	41	42
7	SESTRICA	Ncfsn	sestrica	44	51
8	ATEU0HRV00236	Mdc	ATEU0HRV00236	53	65
9	11	Mdc	11	67	68
10	NONA	Npmsg	NON	70	73
11	MILKA	Npmsg	MILK	75	79
12	ATEU0HRV00247	Npmsg	ATEU0HRV0024	81	93

1	DODATAK	Ncmsn	dodatak	1	7
2	III	Mrc	III	9	11

1	Obrazac	Ncmsn	obrazac	1	7
2	1	Mdc	1	9	9

1	Izvještaj	Ncmsn	izvještaj	1	9
2	nacionalnog	Agpmsgy	nacionalan	11	21
3	promatrača	Ncmsg	promatrač	23	32
4	o	Sl	o	34	34
5	prebacivanju	Ncnsl	prebacivanje	36	47
6	tuna	Ncfpg	tuna	49	52
7	s	Sg	sa	54	54
8	ulovnog	Agpmsgy	ulovan	56	62
9	broda	Ncmsg	brod	64	68
10	na	Sa	na	70	71
11	tegljač	Ncmsan	tegljač	73	79

1	Ime	Ncnsn	ime	1	3
2	tegljača	Ncmsg	tegljač	5	12
3	:	Z	:	13	13
4	Ime	Ncnsn	ime	15	17
5	promatrača	Ncmpg	promatrač	19	28
6	:	Z	:	29	29
7	ICCAT	Agpmsnn	iccat	31	35
8	broj	Ncmsn	broj	37	40
9	:	Z	:	41	41
10	Redni	Agpmsny	redni	65	69
11	broj	Ncmsn	broj	71	74
12	operacije	Ncfsg	operacija	76	84
13	:	Z	:	85	85
14	JFO	Agpmsnn	jfo	98	100
15	broj	Ncmsn	broj	102	105
16	:	Z	:	106	106
17	Broj	Ncmsn	broj	108	111
18	transportnog	Agpmsgy	transportni	113	124
19	kaveza	Ncmsg	kavez	126	131
20	:	Z	:	132	132

1	1.	Mdo	1.	1	2
2	Prebacivanje	Ncnsn	prebacivanje	4	15
3	na	Sl	na	17	18
4	moru	Ncnsl	more	20	23
5	a	Cc	a	25	25
6	)	Z	)	26	26
7	Ime	Ncnsn	ime	28	30
8	ulovnog	Agpmsgy	ulovan	32	38
9	broda	Ncmsg	brod	40	44
10	:	Z	:	45	45
11	b	X	b	47	47
12	)	Z	)	48	48
13	ICCAT	Agpmsny	iccat	50	54
14	broj	Ncmsn	broj	56	59
15	ulovnog	Agpmsgy	ulovan	61	67
16	broda	Ncmsg	brod	69	73
17	:	Z	:	74	74
18	c	Npmsn	C	76	76
19	)	Z	)	77	77
20	Početak	Ncmsn	početak	79	85
21	prebacivanja	Ncnsg	prebacivanje	87	98
22	(	Z	(	100	100
23	dd	Ncmsl	d	101	102
24	/	Z	/	103	103
25	mm	Y	mm	104	105
26	/	Z	/	106	106
27	gggg	Agpmsgy	ggi	107	110
28	hh	Ncmsg	h	112	113
29	:	Z	:	114	114
30	mm	I	mm	115	116
31	)	Z	)	117	117
32	:	Z	:	118	118
33	___	Ncfpn	__a	120	122
34	/	Z	/	124	124
35	___	Z	___	126	128
36	/	Z	/	130	130
37	___	Agpfpay	__i	132	134
38	___	Ncfpa	__a	136	138
39	:	Z	:	140	140
40	___	Agpfpny	__i	142	144
41	d	Ncfpn	a	146	146
42	)	Z	)	147	147
43	Svršetak	Ncmsn	svršetak	149	156
44	prebacivanja	Ncnsg	prebacivanje	158	169
45	(	Z	(	171	171
46	dd	Ncmsl	d	172	173
47	/	Z	/	174	174
48	mm	Y	mm	175	176
49	/	Z	/	177	177
50	gggg	Agpmsgy	ggi	178	181
51	hh	Ncmsg	h	183	184
52	:	Z	:	185	185
53	mm	I	mm	186	187
54	)	Z	)	188	188
55	:	Z	:	189	189
56	___	Ncfpn	__a	191	193
57	/	Z	/	195	195
58	___	Z	___	197	199
59	/	Z	/	201	201
60	___	Agpfpay	__i	203	205
61	___	Ncfpa	__a	207	209
62	:	Z	:	211	211
63	___	I	___	213	215
64	e	I	e	217	217
65	)	Z	)	218	218
66	Pozicija	Ncfsn	pozicija	220	227
67	na	Sl	na	229	230
68	kojoj	Pi-fsl	koji	232	236
69	se	Px--sa	sebe	238	239
70	vrši	Vmr3s	vršiti	241	244
71	prebacivanje	Ncnsn	prebacivanje	246	257
72	(	Z	(	259	259
73	dužina	Ncfsn	dužina	260	265
74	λ	Ncfsg	a	267	267
75	/	Z	/	269	269
