popisao	popisati	Vmp-sm
zalihe	zaliha	Ncfpa
cigareta	cigareta	Ncfpg
ili	ili	Cc
nije	biti	Var3s
obračunao	obračunati	Vmp-sm
razliku	razlika	Ncfsa
trošarine	trošarina	Ncfsg
na	na	Sa
utvrđene	utvrditi	Agpfpay
zalihe	zaliha	Ncfpa
ili	ili	Cc
je	biti	Var3s
nije	biti	Var3s
platio	platiti	Vmp-sm
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
(	(	Z
članak	članak	Ncmsn
22.	22.	Mdo
stavci	stavak	Ncmpn
13.	13.	Mdo
i	i	Cc
14.	14.	Mdo
)	)	Z

16.	16.	Mdo
ne	ne	Qz
obračuna	obračunati	Vmr3s
trošarinu	trošarina	Ncfsa
sukladno	sukladno	Rgp
propisanim	propisati	Appfply
trošarinskim	trošarinski	Agpfpiy
osnovicama	osnovica	Ncfpi
ili	ili	Cc
stopama	stopa	Ncfpl
ili	ili	Cc
u	u	Sl
iznosima	iznos	Ncmpl
koji	koji	Pi-mpn
su	biti	Var3p
na	na	Sl
snazi	snaga	Ncfsl
na	na	Sa
dan	dan	Ncmsan
nastanka	nastanak	Ncmsg
obveze	obveza	Ncfsg
obračunavanja	obračunavanje	Ncnsg
trošarine	trošarina	Ncfsg
(	(	Z
članak	članak	Ncmsn
26.	26.	Mdo
i	i	Cc
članak	članak	Ncmsn
79.	79.	Mdo
)	)	Z

17.	17.	Mdo
ne	ne	Qz
podnese	podnijeti	Vmr3s
propisani	propisati	Agpmsayn
dnevni	dnevni	Agpmsayn
obračun	obračun	Ncmsan
trošarine	trošarina	Ncfsg
ili	ili	Cc
ga	on	Pp3msa
podnese	podnijeti	Vmr3s
nepotpuno	nepotpuno	Rgp
ili	ili	Cc
netočno	netočno	Rgp
ili	ili	Cc
nepravodobno	nepravodobno	Rgp
(	(	Z
članak	članak	Ncmsn
26.	26.	Mdo
stavci	stavka	Ncfsl
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
5.	5.	Mdo
i	i	Cc
10.	10.	Mdo
)	)	Z

18.	18.	Mdo
ne	ne	Qz
podnese	podnijeti	Vmr3s
propisano	propisati	Appnsny
mjesečno	mjesečan	Agpnsny
izvješće	izvješće	Ncnsn
ili	ili	Cc
ga	on	Pp3msa
podnese	podnijeti	Vmr3s
nepotpuno	nepotpuno	Rgp
ili	ili	Cc
netočno	netočno	Rgp
ili	ili	Cc
nepravodobno	nepravodobno	Rgp
(	(	Z
članak	članak	Ncmsn
26.	26.	Mdo
stavci	stavka	Ncfsl
6.	6.	Mdo
,	,	Z
7.	7.	Mdo
,	,	Z
8.	8.	Mdo
i	i	Cc
10.	10.	Mdo
)	)	Z

19.	19.	Mdo
ne	ne	Qz
plati	platiti	Vmr3s
trošarinu	trošarina	Ncfsa
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
(	(	Z
članak	članak	Ncmsn
25.	25.	Mdo
stavak	stavak	Ncmsn
14.	14.	Mdo
,	,	Z
članak	članak	Ncmsn
26.	26.	Mdo
,	,	Z
članak	članak	Ncmsn
27.	27.	Mdo
,	,	Z
članak	članak	Ncmsn
73.	73.	Mdo
c	C	X
)	)	Z

20.	20.	Mdo
navede	navesti	Vmr3s
netočne	netočan	Agpmpay
podatke	podatak	Ncmpa
u	u	Sl
prijavi	prijava	Ncfsl
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
registar	registar	Ncmsan
trošarinskih	trošarinski	Agpmpgy
obveznika	obveznik	Ncmpg
ili	ili	Cc
u	u	Sl
prijavi	prijava	Ncfsl
izmjene	izmjena	Ncfsg
podataka	podatak	Ncmpg
navedenih	navesti	Appmpgy
prilikom	prilikom	Sg
prijave	prijava	Ncfsg
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
