ostvaruju	ostvarivati	Vmr3p
pravo	pravo	Ncnsa
na	na	Sa
nasljedstvo	nasljedstvo	Ncnsa
iza	iza	Sg
umrloga	umrli	Ncmsg
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
podnio	podnijeti	Vmp-sm
tužbu	tužba	Ncfsa
radi	radi	Sg
razvoda	razvod	Ncmsg
braka	brak	Ncmsg
mogu	moći	Vmr3p
nastaviti	nastaviti	Vmn
postupak	postupak	Ncmsan
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
da	da	Cs
je	biti	Var3s
tužba	tužba	Ncfsn
bila	biti	Vap-sf
osnovana	osnovati	Appfsny
ako	ako	Cs
od	od	Sg
smrti	smrt	Ncfsg
ostavitelja	ostavitelj	Ncmpg
nije	biti	Var3s
proteklo	proteći	Vmp-sn
više	mnogo	Rgc
od	od	Sg
šest	šest	Mlc
mjeseci	mjesec	Ncmpg
,	,	Z
a	a	Cc
nakon	nakon	Sg
isteka	istek	Ncmsg
toga	taj	Pd-msg
roka	rok	Ncmsg
zahtjev	zahtjev	Ncmsn
se	sebe	Px--sa
može	moći	Vmr3s
istaknuti	istaknuti	Vmn
samo	samo	Rgp
u	u	Sl
posebnom	poseban	Agpmsly
parničnom	parnični	Agpmsly
postupku	postupak	Ncmsl
.	.	Z

Povlačenje	povlačenje	Ncnsn
tužbe	tužba	Ncfsg

Članak	članak	Ncmsn
381.	381.	Mdo

U	u	Sl
postupku	postupak	Ncmsl
radi	radi	Sg
razvoda	razvod	Ncmsg
braka	brak	Ncmsg
tužitelj	tužitelj	Ncmsn
može	moći	Vmr3s
bez	bez	Sg
pristanka	pristanak	Ncmsg
tuženika	tuženik	Ncmpg
povući	povući	Vmn
tužbu	tužba	Ncfsa
dok	dok	Cs
postupak	postupak	Ncmsn
nije	biti	Var3s
pravomoćno	pravomoćan	Agpnsny
okončan	okončati	Appmsnn
.	.	Z

2.	2.	Mdo
POSTUPAK	postupak	Ncmsan
RADI	radi	Sg
UTVRĐIVANJA	utvrđivanje	Ncnsg
ILI	ili	Cc
OSPORAVANJA	osporavanje	Ncnsg
MAJČINSTVA	majčinstvo	Ncnsg
ILI	ili	Cc
OČINSTVA	očinstvo	Ncnsg

Odgovor	odgovor	Ncmsn
na	na	Sa
tužbu	tužba	Ncfsa
i	i	Cc
pripremno	pripreman	Agpnsny
ročište	ročište	Ncnsn

Članak	članak	Ncmsn
382.	382.	Mdo

U	u	Sl
postupcima	postupak	Ncmpl
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
ili	ili	Cc
osporavanja	osporavanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
ili	ili	Cc
očinstva	očinstvo	Ncnsg
ne	ne	Qz
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
odredbe	odredba	Ncfpn
posebnog	poseban	Agpmsgy
zakona	zakon	Ncmsg
kojim	koji	Pi-msi
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
parnični	parnični	Agpmsny
postupak	postupak	Ncmsn
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
odgovor	odgovor	Ncmsan
na	na	Sa
tužbu	tužba	Ncfsa
i	i	Cc
pripremno	pripreman	Agpnsay
ročište	ročište	Ncnsa
.	.	Z

a	a	Cc
)	)	Z
Postupak	postupak	Ncmsan
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
i	i	Cc
očinstva	očinstvo	Ncnsg

Tužba	tužba	Ncfsn
djeteta	dijete	Ncnsg

Članak	članak	Ncmsn
383.	383.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Tužbu	tužba	Ncfsa
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
očinstva	očinstvo	Ncnsg
dijete	dijete	Ncnsn
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
do	do	Sg
navršene	navršiti	Appfpny
dvadeset	dvadeset	Mlc
i	i	Cc
pete	peta	Ncfpa
godine	godina	Ncfsg
života	život	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
dijete	dijete	Ncnsn
maloljetno	maloljetan	Agpnsny
ili	ili	Cc
punoljetno	punoljetno	Rgp
a	a	Cc
lišeno	lišeno	Rgp
poslovne	poslovan	Agpfpay
sposobnosti	sposobnost	Ncfpa
u	u	Sl
dijelu	dio	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
osobna	osoban	Agpnpay
stanja	stanje	Ncnpa
,	,	Z
tužbu	tužba	Ncfsa
u	u	Sa
njegovo	njegov	Agpnsay
ime	ime	Ncnsa
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
njegov	njegov	Ps3msn
zakonski	zakonski	Agpmsny
zastupnik	zastupnik	Ncmsn
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
dijete	dijete	Ncnsn
maloljetno	maloljetan	Agpnsny
,	,	Z
tužbu	tužba	Ncfsa
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
očinstva	očinstvo	Ncnsg
u	u	Sa
njegovo	njegov	Agpnsay
ime	ime	Ncnsa
prema	prema	Sl
članku	članak	Ncmsl
68.	68.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
i	i	Qo
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Uz	uz	Sa
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z
majka	majka	Ncfsn
djeteta	dijete	Ncnsg
ovlaštena	ovlastiti	Appfsny
je	biti	Var3s
poduzimati	poduzimati	Vmn
radnje	radnja	Ncfpa
u	u	Sl
postupku	postupak	Ncmsl
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
suprotnosti	suprotnost	Ncfsg
radnji	radnja	Ncfsl
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
majke	majka	Ncfsg
djeteta	dijete	Ncnsg
sud	sud	Ncmsn
će	htjeti	Var3s
,	,	Z
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
sve	sav	Agpfpay
okolnosti	okolnost	Ncfpa
,	,	Z
osobito	osobito	Rgp
dobrobit	dobrobit	Ncfsn
djeteta	dijete	Ncnsg
,	,	Z
procijeniti	procijeniti	Vmn
hoće	htjeti	Vmr3s
li	li	Qq
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
radnju	radnja	Ncfsa
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
ili	ili	Cc
majke	majka	Ncfsg
djeteta	dijete	Ncnsg
.	.	Z

Tužba	tužba	Ncfsn
majke	majka	Ncfsg
djeteta	dijete	Ncnsg

Članak	članak	Ncmsn
384.	384.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Tužbu	tužba	Ncfsa
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
očinstva	očinstvo	Ncnsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
majka	majka	Ncfsn
djeteta	dijete	Ncnsg
do	do	Sg
navršene	navršiti	Ncfsg
osamnaeste	osamnaesti	Mlofsg
godine	godina	Ncfsg
života	život	Ncmsg
djeteta	dijete	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
majka	majka	Ncfsn
djeteta	dijete	Ncnsg
lišena	lišiti	Appfsny
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
u	u	Sl
dijelu	dio	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
osobna	osoban	Agpnpay
stanja	stanje	Ncnpa
,	,	Z
tužbu	tužba	Ncfsa
u	u	Sa
njezino	njezin	Agpnsay
ime	ime	Ncnsa
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
njezin	njezin	Ps3msn
zakonski	zakonski	Agpmsny
zastupnik	zastupnik	Ncmsn
.	.	Z

Tužba	tužba	Ncfsn
žene	žena	Ncfsg
koja	koji	Pi-fsn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
majkom	majka	Ncfsi
,	,	Z
odnosno	odnosno	Rgp
muškarca	muškarac	Ncmsg
koji	koji	Pi-msn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
ocem	oac	Ncmsi
djeteta	dijete	Ncnsg

Članak	članak	Ncmsn
385.	385.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Žena	žena	Ncfsn
koja	koji	Pi-fsn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
majkom	majka	Ncfsi
djeteta	dijete	Ncnsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
tužbu	tužba	Ncfsa
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
do	do	Sg
navršene	navršiti	Ncfsg
osamnaeste	osamnaesti	Mlofsg
godine	godina	Ncfsg
života	život	Ncmsg
djeteta	dijete	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Tužbu	tužba	Ncfsa
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
očinstva	očinstvo	Ncnsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
muškarac	muškarac	Ncmsan
koji	koji	Pi-msn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
ocem	oac	Ncmsi
djeteta	dijete	Ncnsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
godine	godina	Ncfsg
dana	dan	Ncmpg
od	od	Sg
primitka	primitak	Ncmsg
obavijesti	obavijest	Ncfsg
da	da	Cs
nije	biti	Var3s
pribavljen	pribaviti	Appmsnn
pristanak	pristanak	Ncmsn
,	,	Z
odnosno	odnosno	Rgp
suglasnost	suglasnost	Ncfsa
iz	iz	Sg
članaka	članak	Ncmpg
63.	63.	Mdo
i	i	Cc
64.	64.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
a	a	Cc
najkasnije	kasno	Rgs
do	do	Sg
navršene	navršiti	Agpfsgy
osamnaeste	osamnaesti	Ncfsg
godine	godina	Ncfsg
života	život	Ncmsg
djeteta	dijete	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
žena	žena	Ncfsn
koja	koji	Pi-fsn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
majkom	majka	Ncfsi
,	,	Z
odnosno	odnosno	Rgp
muškarac	muškarac	Ncmsn
koji	koji	Pi-msn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
ocem	oce	Ncnsi
lišen	lišiti	Appmsnn
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
u	u	Sl
dijelu	dio	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
osobna	osoban	Agpnpay
stanja	stanje	Ncnpa
,	,	Z
tužbu	tužba	Ncfsa
u	u	Sa
njezino	njezin	Ncmsan
,	,	Z
odnosno	odnosno	Rgp
njegovo	njegov	Ps3nsn
ime	ime	Ncnsn
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
njezin	njezin	Ps3msn
,	,	Z
odnosno	odnosno	Rgp
njegov	njegov	Ps3msn
